Flight_ID,Airline,Distance_km,Departure_Delay_min,Arrival_Delay_min,Delay_Status,Delay Difference,Distance Category , Performance Label
4248,Lufthansa,10512,164,48,OnTime,-116,Long Haul,Poor
4249,Lufthansa,10123,34,2,Delayed,-32,Long Haul,Good
4250,Delta,6257,28,173,OnTime,145,Medium Long,Poor
4251,Indigo,7050,76,78,Delayed,2,Long Haul,Poor
4252,Emirates,4542,25,101,Delayed,76,Medium Long,Poor
4253,Lufthansa,2380,128,6,OnTime,-122,Short Haul,Good
4254,Delta,10341,178,196,OnTime,18,Long Haul,Poor
4255,Lufthansa,4353,169,185,Delayed,16,Medium Long,Poor
4256,Emirates,1042,118,164,OnTime,46,Short Haul,Poor
4257,Lufthansa,4379,12,48,OnTime,36,Medium Long,Poor
4258,Indigo,4193,8,22,Delayed,14,Medium Long,Good
4259,Delta,7521,42,99,Delayed,57,Long Haul,Poor
4260,Indigo,1447,114,22,Delayed,-92,Short Haul,Good
4261,Indigo,1902,58,89,Delayed,31,Short Haul,Poor
4262,Delta,5958,114,192,OnTime,78,Medium Long,Poor
4263,Indigo,9876,125,30,OnTime,-95,Long Haul,Good
4264,Delta,6890,22,124,OnTime,102,Medium Long,Poor
4265,Emirates,6729,10,25,OnTime,15,Medium Long,Good
4266,Indigo,11280,109,179,Delayed,70,Long Haul,Poor
4267,Delta,10857,16,191,Delayed,175,Long Haul,Poor
4268,Indigo,2984,149,171,OnTime,22,Short Haul,Poor
4269,Delta,3209,121,27,Delayed,-94,Medium Long,Good
4270,Emirates,11469,141,102,OnTime,-39,Long Haul,Poor
4271,Emirates,1675,142,91,OnTime,-51,Short Haul,Poor
4272,Indigo,9293,44,101,Delayed,57,Long Haul,Poor
4273,Lufthansa,5170,149,135,Delayed,-14,Medium Long,Poor
4274,Emirates,6107,172,13,Delayed,-159,Medium Long,Good
4275,Lufthansa,8050,29,133,Delayed,104,Long Haul,Poor
4276,Indigo,6902,136,54,Delayed,-82,Medium Long,Poor
4277,Emirates,6176,154,198,Delayed,44,Medium Long,Poor
4278,Delta,8715,86,18,OnTime,-68,Long Haul,Good
4279,Delta,11085,3,34,OnTime,31,Long Haul,Poor
4280,Emirates,9797,70,129,Delayed,59,Long Haul,Poor
4281,Emirates,9770,15,171,Delayed,156,Long Haul,Poor
4282,Emirates,4206,109,193,OnTime,84,Medium Long,Poor
4283,Indigo,1790,135,167,Delayed,32,Short Haul,Poor
4284,Emirates,1615,124,172,Delayed,48,Short Haul,Poor
4285,Emirates,7712,44,110,Delayed,66,Long Haul,Poor
4286,Delta,5225,130,172,OnTime,42,Medium Long,Poor
4287,Indigo,2784,49,2,Delayed,-47,Short Haul,Good
4288,Indigo,8540,127,43,Delayed,-84,Long Haul,Poor
4289,Lufthansa,8959,141,81,Delayed,-60,Long Haul,Poor
4290,Delta,4559,161,2,OnTime,-159,Medium Long,Good
4291,Delta,715,27,54,Delayed,27,Short Haul,Poor
4292,Indigo,7390,76,165,OnTime,89,Long Haul,Poor
4293,Delta,1589,177,72,OnTime,-105,Short Haul,Poor
4294,Delta,6572,161,5,Delayed,-156,Medium Long,Good
4295,Indigo,9484,149,182,Delayed,33,Long Haul,Poor
4296,Delta,10156,114,190,Delayed,76,Long Haul,Poor
4297,Emirates,1204,112,25,Delayed,-87,Short Haul,Good
4298,Delta,9968,81,20,OnTime,-61,Long Haul,Good
4299,Indigo,2684,16,41,OnTime,25,Short Haul,Poor
4300,Lufthansa,6699,117,48,OnTime,-69,Medium Long,Poor
4301,Delta,9792,47,195,Delayed,148,Long Haul,Poor
4302,Delta,8762,29,61,Delayed,32,Long Haul,Poor
4303,Delta,3035,139,85,Delayed,-54,Medium Long,Poor
4304,Emirates,8651,97,165,OnTime,68,Long Haul,Poor
4305,Lufthansa,3740,35,89,Delayed,54,Medium Long,Poor
4306,Lufthansa,4333,79,18,Delayed,-61,Medium Long,Good
4307,Lufthansa,10746,127,40,OnTime,-87,Long Haul,Poor
4308,Lufthansa,7019,148,170,Delayed,22,Long Haul,Poor
4309,Delta,2663,173,168,OnTime,-5,Short Haul,Poor
4310,Emirates,3755,31,101,Delayed,70,Medium Long,Poor
4311,Indigo,3583,88,181,OnTime,93,Medium Long,Poor
4312,Emirates,5931,48,34,OnTime,-14,Medium Long,Poor
4313,Emirates,3601,171,8,Delayed,-163,Medium Long,Good
4314,Lufthansa,940,176,151,Delayed,-25,Short Haul,Poor
4315,Indigo,8860,108,154,Delayed,46,Long Haul,Poor
4316,Indigo,11980,100,38,Delayed,-62,Long Haul,Poor
4317,Delta,7191,161,32,Delayed,-129,Long Haul,Poor
4318,Emirates,1387,50,64,Delayed,14,Short Haul,Poor
4319,Indigo,10281,53,193,OnTime,140,Long Haul,Poor
4320,Lufthansa,2408,167,165,Delayed,-2,Short Haul,Poor
4321,Indigo,275,60,143,OnTime,83,Short Haul,Poor
4322,Lufthansa,2664,2,61,Delayed,59,Short Haul,Poor
4323,Lufthansa,2522,72,19,OnTime,-53,Short Haul,Good
4324,Indigo,417,28,123,Delayed,95,Short Haul,Poor
4325,Delta,7541,126,60,OnTime,-66,Long Haul,Poor
4326,Indigo,3286,88,196,Delayed,108,Medium Long,Poor
4327,Delta,3568,133,100,OnTime,-33,Medium Long,Poor
4328,Lufthansa,2277,125,190,OnTime,65,Short Haul,Poor
4329,Emirates,323,16,167,Delayed,151,Short Haul,Poor
4330,Emirates,717,123,171,Delayed,48,Short Haul,Poor
4331,Lufthansa,6194,89,80,Delayed,-9,Medium Long,Poor
4332,Indigo,4394,130,41,Delayed,-89,Medium Long,Poor
4333,Lufthansa,8286,50,154,Delayed,104,Long Haul,Poor
4334,Indigo,11474,50,165,Delayed,115,Long Haul,Poor
4335,Indigo,2301,122,51,OnTime,-71,Short Haul,Poor
4336,Lufthansa,2443,147,70,Delayed,-77,Short Haul,Poor
4337,Delta,919,162,3,Delayed,-159,Short Haul,Good
4338,Delta,7367,143,0,OnTime,-143,Long Haul,Good
4339,Emirates,912,60,151,Delayed,91,Short Haul,Poor
4340,Indigo,11569,57,178,OnTime,121,Long Haul,Poor
4341,Emirates,1250,164,114,Delayed,-50,Short Haul,Poor
4342,Lufthansa,1693,3,136,OnTime,133,Short Haul,Poor
4343,Delta,2344,75,96,Delayed,21,Short Haul,Poor
4344,Emirates,8091,70,74,OnTime,4,Long Haul,Poor
4345,Delta,10677,93,122,Delayed,29,Long Haul,Poor
4346,Emirates,8970,101,133,Delayed,32,Long Haul,Poor
4347,Emirates,5302,29,38,Delayed,9,Medium Long,Poor
4348,Lufthansa,3167,176,104,Delayed,-72,Medium Long,Poor
4349,Lufthansa,5548,119,140,Delayed,21,Medium Long,Poor
4350,Indigo,1329,13,66,Delayed,53,Short Haul,Poor
4351,Lufthansa,6394,156,124,OnTime,-32,Medium Long,Poor
4352,Delta,3606,162,185,Delayed,23,Medium Long,Poor
4353,Emirates,9596,156,2,Delayed,-154,Long Haul,Good
4354,Delta,10473,33,53,Delayed,20,Long Haul,Poor
4355,Lufthansa,10131,127,80,Delayed,-47,Long Haul,Poor
4356,Delta,8416,39,24,Delayed,-15,Long Haul,Good
4357,Delta,9959,30,143,Delayed,113,Long Haul,Poor
4358,Indigo,3264,8,110,OnTime,102,Medium Long,Poor
4359,Delta,6373,47,97,OnTime,50,Medium Long,Poor
4360,Indigo,8859,64,61,Delayed,-3,Long Haul,Poor
4361,Delta,232,51,137,Delayed,86,Short Haul,Poor
4362,Emirates,4617,152,53,OnTime,-99,Medium Long,Poor
4363,Emirates,280,166,104,Delayed,-62,Short Haul,Poor
4364,Emirates,6666,157,46,Delayed,-111,Medium Long,Poor
4365,Indigo,10246,164,56,Delayed,-108,Long Haul,Poor
4366,Lufthansa,5359,88,98,OnTime,10,Medium Long,Poor
4367,Delta,7781,64,8,Delayed,-56,Long Haul,Good
4368,Lufthansa,3673,112,159,Delayed,47,Medium Long,Poor
4369,Delta,3559,162,131,Delayed,-31,Medium Long,Poor
4370,Delta,11403,18,124,Delayed,106,Long Haul,Poor
4371,Emirates,10612,59,168,Delayed,109,Long Haul,Poor
4372,Indigo,10675,148,11,OnTime,-137,Long Haul,Good
4373,Delta,247,140,154,Delayed,14,Short Haul,Poor
4374,Delta,6902,168,81,OnTime,-87,Medium Long,Poor
4375,Indigo,7687,94,138,Delayed,44,Long Haul,Poor
4376,Lufthansa,9400,76,190,Delayed,114,Long Haul,Poor
4377,Lufthansa,2079,28,109,OnTime,81,Short Haul,Poor
4378,Lufthansa,3920,121,27,Delayed,-94,Medium Long,Good
4379,Lufthansa,3278,74,154,Delayed,80,Medium Long,Poor
4380,Indigo,8902,123,137,OnTime,14,Long Haul,Poor
4381,Lufthansa,3313,55,94,Delayed,39,Medium Long,Poor
4382,Delta,2844,78,67,Delayed,-11,Short Haul,Poor
4383,Emirates,11217,21,166,OnTime,145,Long Haul,Poor
4384,Emirates,4937,96,9,Delayed,-87,Medium Long,Good
4385,Delta,1278,152,129,OnTime,-23,Short Haul,Poor
4386,Lufthansa,6428,78,117,Delayed,39,Medium Long,Poor
4387,Lufthansa,1985,96,43,Delayed,-53,Short Haul,Poor
4388,Indigo,1768,19,78,OnTime,59,Short Haul,Poor
4389,Indigo,10441,144,166,Delayed,22,Long Haul,Poor
4390,Emirates,797,58,1,Delayed,-57,Short Haul,Good
4391,Emirates,9498,25,116,Delayed,91,Long Haul,Poor
4392,Emirates,6785,9,62,OnTime,53,Medium Long,Poor
4393,Delta,5492,25,115,Delayed,90,Medium Long,Poor
4394,Emirates,5594,14,161,Delayed,147,Medium Long,Poor
4395,Lufthansa,2765,39,44,OnTime,5,Short Haul,Poor
4396,Emirates,373,115,143,Delayed,28,Short Haul,Poor
4397,Indigo,7144,176,79,OnTime,-97,Long Haul,Poor
4398,Lufthansa,9547,176,69,OnTime,-107,Long Haul,Poor
4399,Delta,5524,167,110,OnTime,-57,Medium Long,Poor
4400,Lufthansa,2617,14,130,OnTime,116,Short Haul,Poor
4401,Indigo,10608,171,76,Delayed,-95,Long Haul,Poor
4402,Delta,6815,38,78,Delayed,40,Medium Long,Poor
4403,Indigo,1098,2,104,OnTime,102,Short Haul,Poor
4404,Indigo,9035,65,41,Delayed,-24,Long Haul,Poor
4405,Indigo,2577,15,61,Delayed,46,Short Haul,Poor
4406,Delta,5497,130,144,Delayed,14,Medium Long,Poor
4407,Lufthansa,2451,157,100,Delayed,-57,Short Haul,Poor
4408,Emirates,3000,25,30,Delayed,5,Medium Long,Good
4409,Indigo,567,67,72,Delayed,5,Short Haul,Poor
4410,Indigo,769,57,137,OnTime,80,Short Haul,Poor
4411,Lufthansa,6538,166,95,OnTime,-71,Medium Long,Poor
4412,Lufthansa,5112,135,109,OnTime,-26,Medium Long,Poor
4413,Lufthansa,773,104,116,OnTime,12,Short Haul,Poor
4414,Indigo,905,73,93,OnTime,20,Short Haul,Poor
4415,Lufthansa,881,172,190,Delayed,18,Short Haul,Poor
4416,Delta,4084,17,9,Delayed,-8,Medium Long,Good
4417,Emirates,1766,103,192,OnTime,89,Short Haul,Poor
4418,Indigo,5293,60,188,OnTime,128,Medium Long,Poor
4419,Lufthansa,4294,67,80,OnTime,13,Medium Long,Poor
4420,Lufthansa,10665,144,52,OnTime,-92,Long Haul,Poor
4421,Delta,8335,61,135,Delayed,74,Long Haul,Poor
4422,Indigo,9742,108,151,Delayed,43,Long Haul,Poor
4423,Delta,4473,71,137,OnTime,66,Medium Long,Poor
4424,Indigo,7583,1,9,Delayed,8,Long Haul,Good
4425,Emirates,2421,75,66,OnTime,-9,Short Haul,Poor
4426,Indigo,5242,14,157,OnTime,143,Medium Long,Poor
4427,Indigo,2409,171,155,OnTime,-16,Short Haul,Poor
4428,Indigo,2618,119,189,OnTime,70,Short Haul,Poor
4429,Lufthansa,4221,145,176,OnTime,31,Medium Long,Poor
4430,Delta,8724,88,143,Delayed,55,Long Haul,Poor
4431,Lufthansa,8093,53,52,Delayed,-1,Long Haul,Poor
4432,Lufthansa,299,5,84,Delayed,79,Short Haul,Poor
4433,Delta,5168,14,83,OnTime,69,Medium Long,Poor
4434,Lufthansa,11144,135,116,OnTime,-19,Long Haul,Poor
4435,Lufthansa,4478,157,20,Delayed,-137,Medium Long,Good
4436,Lufthansa,11999,49,28,Delayed,-21,Long Haul,Good
4437,Delta,261,173,149,Delayed,-24,Short Haul,Poor
4438,Lufthansa,497,128,157,OnTime,29,Short Haul,Poor
4439,Lufthansa,2874,20,20,OnTime,0,Short Haul,Good
4440,Lufthansa,11542,88,192,OnTime,104,Long Haul,Poor
4441,Indigo,4480,10,146,Delayed,136,Medium Long,Poor
4442,Indigo,10196,125,102,OnTime,-23,Long Haul,Poor
4443,Lufthansa,4682,4,64,OnTime,60,Medium Long,Poor
4444,Lufthansa,6153,125,102,Delayed,-23,Medium Long,Poor
4445,Indigo,564,146,76,OnTime,-70,Short Haul,Poor
4446,Indigo,5138,20,97,OnTime,77,Medium Long,Poor
4447,Indigo,8148,9,189,Delayed,180,Long Haul,Poor
4448,Indigo,5402,103,6,OnTime,-97,Medium Long,Good
4449,Lufthansa,3278,6,94,OnTime,88,Medium Long,Poor
4450,Lufthansa,2989,16,74,Delayed,58,Short Haul,Poor
4451,Delta,11643,162,145,OnTime,-17,Long Haul,Poor
4452,Lufthansa,11324,108,31,Delayed,-77,Long Haul,Poor
4453,Delta,2830,35,146,Delayed,111,Short Haul,Poor
4454,Delta,2784,16,162,Delayed,146,Short Haul,Poor
4455,Indigo,2940,108,75,OnTime,-33,Short Haul,Poor
4456,Lufthansa,1143,149,156,Delayed,7,Short Haul,Poor
4457,Delta,9399,7,122,OnTime,115,Long Haul,Poor
4458,Emirates,506,2,171,Delayed,169,Short Haul,Poor
4459,Delta,2939,135,37,Delayed,-98,Short Haul,Poor
4460,Indigo,4604,104,172,OnTime,68,Medium Long,Poor
4461,Indigo,5267,47,190,OnTime,143,Medium Long,Poor
4462,Indigo,6861,126,135,OnTime,9,Medium Long,Poor
4463,Indigo,2397,104,50,Delayed,-54,Short Haul,Poor
4464,Indigo,10436,101,17,OnTime,-84,Long Haul,Good
4465,Delta,5109,26,94,OnTime,68,Medium Long,Poor
4466,Indigo,5182,107,91,Delayed,-16,Medium Long,Poor
4467,Delta,3087,111,29,Delayed,-82,Medium Long,Good
4468,Delta,7457,91,60,Delayed,-31,Long Haul,Poor
4469,Emirates,7792,146,77,OnTime,-69,Long Haul,Poor
4470,Emirates,4010,167,50,Delayed,-117,Medium Long,Poor
4471,Delta,6574,144,90,OnTime,-54,Medium Long,Poor
4472,Delta,9058,94,20,Delayed,-74,Long Haul,Good
4473,Delta,6397,38,23,Delayed,-15,Medium Long,Good
4474,Emirates,9420,9,172,Delayed,163,Long Haul,Poor
4475,Indigo,4265,5,112,OnTime,107,Medium Long,Poor
4476,Lufthansa,10611,74,172,Delayed,98,Long Haul,Poor
4477,Delta,5223,121,152,OnTime,31,Medium Long,Poor
4478,Indigo,3869,50,27,OnTime,-23,Medium Long,Good
4479,Lufthansa,1960,125,161,OnTime,36,Short Haul,Poor
4480,Indigo,1911,123,178,Delayed,55,Short Haul,Poor
4481,Lufthansa,9470,81,86,Delayed,5,Long Haul,Poor
4482,Lufthansa,6379,74,47,Delayed,-27,Medium Long,Poor
4483,Indigo,2262,50,112,OnTime,62,Short Haul,Poor
4484,Lufthansa,6445,98,55,Delayed,-43,Medium Long,Poor
4485,Lufthansa,11435,118,189,Delayed,71,Long Haul,Poor
4486,Emirates,9037,95,57,OnTime,-38,Long Haul,Poor
4487,Lufthansa,8846,20,159,OnTime,139,Long Haul,Poor
4488,Delta,11558,95,64,OnTime,-31,Long Haul,Poor
4489,Lufthansa,8298,9,102,Delayed,93,Long Haul,Poor
4490,Emirates,11078,120,130,OnTime,10,Long Haul,Poor
4491,Lufthansa,4738,21,116,OnTime,95,Medium Long,Poor
4492,Emirates,11784,169,187,Delayed,18,Long Haul,Poor
4493,Indigo,437,61,22,Delayed,-39,Short Haul,Good
4494,Emirates,11451,116,86,OnTime,-30,Long Haul,Poor
4495,Emirates,11001,55,130,OnTime,75,Long Haul,Poor
4496,Indigo,10757,51,37,OnTime,-14,Long Haul,Poor
4497,Indigo,4006,111,63,OnTime,-48,Medium Long,Poor
4498,Lufthansa,4542,96,115,OnTime,19,Medium Long,Poor
4499,Delta,9449,14,97,OnTime,83,Long Haul,Poor
4500,Indigo,1267,103,172,OnTime,69,Short Haul,Poor
4501,Lufthansa,591,84,3,Delayed,-81,Short Haul,Good
4502,Emirates,11769,72,165,Delayed,93,Long Haul,Poor
4503,Emirates,4188,91,106,OnTime,15,Medium Long,Poor
4504,Indigo,11311,140,86,Delayed,-54,Long Haul,Poor
4505,Delta,11931,58,95,OnTime,37,Long Haul,Poor
4506,Emirates,8830,54,28,OnTime,-26,Long Haul,Good
4507,Indigo,1344,61,47,OnTime,-14,Short Haul,Poor
4508,Indigo,8680,158,5,OnTime,-153,Long Haul,Good
4509,Emirates,3746,150,10,Delayed,-140,Medium Long,Good
4510,Emirates,7937,179,73,Delayed,-106,Long Haul,Poor
4511,Emirates,9519,91,56,Delayed,-35,Long Haul,Poor
4512,Lufthansa,11925,61,103,OnTime,42,Long Haul,Poor
4513,Delta,766,142,199,Delayed,57,Short Haul,Poor
4514,Indigo,3823,48,2,OnTime,-46,Medium Long,Good
4515,Emirates,1876,39,100,OnTime,61,Short Haul,Poor
4516,Lufthansa,2566,18,13,OnTime,-5,Short Haul,Good
4517,Delta,10076,146,156,OnTime,10,Long Haul,Poor
4518,Emirates,6216,2,98,OnTime,96,Medium Long,Poor
4519,Delta,5269,111,119,OnTime,8,Medium Long,Poor
4520,Indigo,6091,147,13,Delayed,-134,Medium Long,Good
4521,Emirates,10683,106,94,Delayed,-12,Long Haul,Poor
4522,Delta,4938,137,108,OnTime,-29,Medium Long,Poor
4523,Lufthansa,6002,121,145,OnTime,24,Medium Long,Poor
4524,Delta,4252,155,41,Delayed,-114,Medium Long,Poor
4525,Lufthansa,9928,23,83,OnTime,60,Long Haul,Poor
4526,Delta,4531,107,173,Delayed,66,Medium Long,Poor
4527,Indigo,10689,24,72,Delayed,48,Long Haul,Poor
4528,Delta,9856,13,6,Delayed,-7,Long Haul,Good
4529,Delta,5434,28,3,OnTime,-25,Medium Long,Good
4530,Indigo,766,150,112,Delayed,-38,Short Haul,Poor
4531,Delta,6739,153,65,Delayed,-88,Medium Long,Poor
4532,Delta,6137,61,124,OnTime,63,Medium Long,Poor
4533,Lufthansa,3677,172,13,OnTime,-159,Medium Long,Good
4534,Lufthansa,5609,0,26,OnTime,26,Medium Long,Good
4535,Lufthansa,10994,113,34,Delayed,-79,Long Haul,Poor
4536,Emirates,3619,50,185,OnTime,135,Medium Long,Poor
4537,Emirates,8326,70,64,Delayed,-6,Long Haul,Poor
4538,Lufthansa,6394,48,153,Delayed,105,Medium Long,Poor
4539,Emirates,8557,42,84,OnTime,42,Long Haul,Poor
4540,Lufthansa,11666,68,82,Delayed,14,Long Haul,Poor
4541,Emirates,11294,22,140,OnTime,118,Long Haul,Poor
4542,Indigo,545,83,29,OnTime,-54,Short Haul,Good
4543,Emirates,7213,168,62,OnTime,-106,Long Haul,Poor
4544,Indigo,451,85,154,OnTime,69,Short Haul,Poor
4545,Lufthansa,7479,84,185,Delayed,101,Long Haul,Poor
4546,Emirates,647,54,91,OnTime,37,Short Haul,Poor
4547,Delta,11524,147,110,Delayed,-37,Long Haul,Poor
4548,Lufthansa,678,66,193,Delayed,127,Short Haul,Poor
4549,Indigo,11268,87,4,OnTime,-83,Long Haul,Good
4550,Lufthansa,4702,131,166,OnTime,35,Medium Long,Poor
4551,Delta,9766,162,104,Delayed,-58,Long Haul,Poor
4552,Lufthansa,8472,45,121,Delayed,76,Long Haul,Poor
4553,Lufthansa,2037,83,136,OnTime,53,Short Haul,Poor
4554,Delta,4072,133,142,OnTime,9,Medium Long,Poor
4555,Emirates,9318,105,97,Delayed,-8,Long Haul,Poor
4556,Indigo,10179,6,80,Delayed,74,Long Haul,Poor
4557,Lufthansa,2169,49,54,OnTime,5,Short Haul,Poor
4558,Lufthansa,3402,70,118,Delayed,48,Medium Long,Poor
4559,Lufthansa,11286,15,118,OnTime,103,Long Haul,Poor
4560,Delta,2918,83,77,OnTime,-6,Short Haul,Poor
4561,Emirates,7645,4,156,Delayed,152,Long Haul,Poor
4562,Indigo,11730,37,76,Delayed,39,Long Haul,Poor
4563,Emirates,2878,74,96,OnTime,22,Short Haul,Poor
4564,Lufthansa,10123,136,129,OnTime,-7,Long Haul,Poor
4565,Delta,7505,102,15,Delayed,-87,Long Haul,Good
4566,Emirates,9062,79,5,OnTime,-74,Long Haul,Good
4567,Emirates,4997,46,14,Delayed,-32,Medium Long,Good
4568,Lufthansa,3842,28,94,OnTime,66,Medium Long,Poor
4569,Indigo,9225,92,34,Delayed,-58,Long Haul,Poor
4570,Delta,3063,153,17,OnTime,-136,Medium Long,Good
4571,Delta,11368,10,107,Delayed,97,Long Haul,Poor
4572,Indigo,11386,121,152,OnTime,31,Long Haul,Poor
4573,Delta,9640,162,145,Delayed,-17,Long Haul,Poor
4574,Delta,2215,71,180,Delayed,109,Short Haul,Poor
4575,Lufthansa,6233,127,25,Delayed,-102,Medium Long,Good
4576,Delta,6159,140,19,OnTime,-121,Medium Long,Good
4577,Lufthansa,3681,65,89,Delayed,24,Medium Long,Poor
4578,Delta,7912,40,151,Delayed,111,Long Haul,Poor
4579,Indigo,10356,111,85,Delayed,-26,Long Haul,Poor
4580,Lufthansa,9741,52,84,OnTime,32,Long Haul,Poor
4581,Delta,10599,37,42,OnTime,5,Long Haul,Poor
4582,Emirates,279,92,88,Delayed,-4,Short Haul,Poor
4583,Indigo,11932,143,85,OnTime,-58,Long Haul,Poor
4584,Lufthansa,4515,133,111,Delayed,-22,Medium Long,Poor
4585,Indigo,8244,154,179,OnTime,25,Long Haul,Poor
4586,Indigo,2190,177,154,Delayed,-23,Short Haul,Poor
4587,Delta,10959,95,31,OnTime,-64,Long Haul,Poor
4588,Emirates,6622,38,57,Delayed,19,Medium Long,Poor
4589,Delta,10861,144,13,Delayed,-131,Long Haul,Good
4590,Indigo,4379,168,10,OnTime,-158,Medium Long,Good
4591,Lufthansa,11000,174,142,OnTime,-32,Long Haul,Poor
4592,Emirates,6469,5,18,Delayed,13,Medium Long,Good
4593,Indigo,11208,176,119,Delayed,-57,Long Haul,Poor
4594,Lufthansa,9237,33,19,OnTime,-14,Long Haul,Good
4595,Lufthansa,3829,40,75,OnTime,35,Medium Long,Poor
4596,Delta,5544,132,159,Delayed,27,Medium Long,Poor
4597,Indigo,7193,70,112,OnTime,42,Long Haul,Poor
4598,Lufthansa,9885,2,71,Delayed,69,Long Haul,Poor
4599,Lufthansa,4713,79,191,Delayed,112,Medium Long,Poor
4600,Indigo,10230,42,13,Delayed,-29,Long Haul,Good
4601,Indigo,1505,37,155,Delayed,118,Short Haul,Poor
4602,Emirates,3903,161,113,Delayed,-48,Medium Long,Poor
4603,Indigo,5185,49,5,Delayed,-44,Medium Long,Good
4604,Delta,5382,143,32,Delayed,-111,Medium Long,Poor
4605,Emirates,10435,1,111,Delayed,110,Long Haul,Poor
4606,Delta,9597,141,102,Delayed,-39,Long Haul,Poor
4607,Delta,1052,112,112,OnTime,0,Short Haul,Poor
4608,Emirates,2673,2,63,OnTime,61,Short Haul,Poor
4609,Emirates,8312,132,152,OnTime,20,Long Haul,Poor
4610,Lufthansa,8625,36,5,Delayed,-31,Long Haul,Good
4611,Lufthansa,11118,118,18,OnTime,-100,Long Haul,Good
4612,Delta,6990,127,127,Delayed,0,Medium Long,Poor
4613,Emirates,10980,76,114,OnTime,38,Long Haul,Poor
4614,Delta,4694,39,178,OnTime,139,Medium Long,Poor
4615,Indigo,4581,18,198,OnTime,180,Medium Long,Poor
4616,Indigo,5997,62,162,OnTime,100,Medium Long,Poor
4617,Emirates,6337,150,191,Delayed,41,Medium Long,Poor
4618,Indigo,2618,14,82,OnTime,68,Short Haul,Poor
4619,Lufthansa,9500,179,172,Delayed,-7,Long Haul,Poor
4620,Emirates,9142,54,137,Delayed,83,Long Haul,Poor
4621,Lufthansa,11569,123,30,Delayed,-93,Long Haul,Good
4622,Indigo,1869,131,126,OnTime,-5,Short Haul,Poor
4623,Emirates,3598,47,124,Delayed,77,Medium Long,Poor
4624,Lufthansa,3148,47,76,Delayed,29,Medium Long,Poor
4625,Delta,6882,41,144,OnTime,103,Medium Long,Poor
4626,Delta,11199,108,3,Delayed,-105,Long Haul,Good
4627,Emirates,6414,49,65,Delayed,16,Medium Long,Poor
4628,Delta,1295,112,162,OnTime,50,Short Haul,Poor
4629,Lufthansa,8153,138,152,Delayed,14,Long Haul,Poor
4630,Lufthansa,11291,90,73,Delayed,-17,Long Haul,Poor
4631,Emirates,10563,84,82,Delayed,-2,Long Haul,Poor
4632,Lufthansa,1869,128,84,OnTime,-44,Short Haul,Poor
4633,Delta,5235,105,109,Delayed,4,Medium Long,Poor
4634,Delta,5279,113,117,Delayed,4,Medium Long,Poor
4635,Delta,9464,174,72,Delayed,-102,Long Haul,Poor
4636,Indigo,2064,48,175,Delayed,127,Short Haul,Poor
4637,Emirates,6337,33,163,OnTime,130,Medium Long,Poor
4638,Lufthansa,1130,27,161,OnTime,134,Short Haul,Poor
4639,Delta,9438,55,167,Delayed,112,Long Haul,Poor
4640,Indigo,9044,129,21,OnTime,-108,Long Haul,Good
4641,Indigo,7136,149,166,Delayed,17,Long Haul,Poor
4642,Lufthansa,4204,119,139,Delayed,20,Medium Long,Poor
4643,Indigo,3734,167,161,OnTime,-6,Medium Long,Poor
4644,Indigo,2102,75,184,Delayed,109,Short Haul,Poor
4645,Emirates,1522,73,133,OnTime,60,Short Haul,Poor
4646,Delta,9523,78,60,Delayed,-18,Long Haul,Poor
4647,Lufthansa,6698,160,18,OnTime,-142,Medium Long,Good
4648,Delta,7719,71,123,Delayed,52,Long Haul,Poor
4649,Delta,7777,140,66,OnTime,-74,Long Haul,Poor
4650,Emirates,10746,111,11,OnTime,-100,Long Haul,Good
4651,Emirates,1280,116,180,Delayed,64,Short Haul,Poor
4652,Lufthansa,11923,154,64,Delayed,-90,Long Haul,Poor
4653,Emirates,9345,29,5,Delayed,-24,Long Haul,Good
4654,Indigo,3608,75,13,OnTime,-62,Medium Long,Good
4655,Delta,374,18,186,OnTime,168,Short Haul,Poor
4656,Emirates,1513,75,175,Delayed,100,Short Haul,Poor
4657,Delta,9510,68,111,Delayed,43,Long Haul,Poor
4658,Emirates,4847,163,4,OnTime,-159,Medium Long,Good
4659,Indigo,2597,38,194,OnTime,156,Short Haul,Poor
4660,Delta,5929,4,110,Delayed,106,Medium Long,Poor
4661,Indigo,5966,114,8,Delayed,-106,Medium Long,Good
4662,Emirates,6081,81,133,OnTime,52,Medium Long,Poor
4663,Delta,3573,101,108,OnTime,7,Medium Long,Poor
4664,Indigo,5082,164,167,OnTime,3,Medium Long,Poor
4665,Indigo,2264,54,158,Delayed,104,Short Haul,Poor
4666,Emirates,10856,149,167,Delayed,18,Long Haul,Poor
4667,Indigo,11014,60,136,OnTime,76,Long Haul,Poor
4668,Emirates,4015,103,173,OnTime,70,Medium Long,Poor
4669,Delta,5402,141,63,Delayed,-78,Medium Long,Poor
4670,Delta,7977,106,103,OnTime,-3,Long Haul,Poor
4671,Lufthansa,10012,99,70,Delayed,-29,Long Haul,Poor
4672,Lufthansa,10213,26,70,OnTime,44,Long Haul,Poor
4673,Indigo,11350,111,145,OnTime,34,Long Haul,Poor
4674,Indigo,6731,62,6,OnTime,-56,Medium Long,Good
4675,Delta,8221,153,171,Delayed,18,Long Haul,Poor
4676,Lufthansa,8735,86,78,Delayed,-8,Long Haul,Poor
